Nasdaq Traded|Symbol|Security Name|Listing Exchange|Market Category|ETF|Round Lot Size|Test Issue|Financial Status|CQS Symbol|NASDAQ Symbol|NextShares
Y|EVLMC|Eaton Vance NextShares Trust II - Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares|Q|G|N|100|N|N||EVLMC|Y
Y|EVLV|EVINE Live Inc. - Common Stock|Q|Q|N|100|N|N||EVLV|N
Y|EVM|Eaton Vance California Municipal Bond Fund Common Shares of Beneficial Interest, $.01 par value|A| |N|100|N||EVM|EVM|N
Y|EVN|Eaton Vance Municipal Income Trust Common Stock|N| |N|100|N||EVN|EVN|N
Y|EVO|Eaton Vance Ohio Municipal Income Trust Shares of Beneficial Interest|A| |N|100|N||EVO|EVO|N
Y|EVOK|Evoke Pharma, Inc. - Common Stock|Q|S|N|100|N|N||EVOK|N
Y|EVOL|Evolving Systems, Inc. - Common Stock|Q|S|N|100|N|N||EVOL|N
Y|EVP|Eaton Vance Pennsylvania Municipal Income Trust Shares of Beneficial Interest|A| |N|100|N||EVP|EVP|N
Y|EVR|Evercore Inc. Class A Common Stock|N| |N|100|N||EVR|EVR|N
Y|EVRI|Everi Holdings Inc. Common Stock|N| |N|100|N||EVRI|EVRI|N
Y|EVSTC|Eaton Vance NextShares Trust - Eaton Vance Stock NextShares|Q|G|N|100|N|N||EVSTC|Y
Y|EVT|Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest|N| |N|100|N||EVT|EVT|N
Y|EVTC|Evertec, Inc. Common Stock|N| |N|100|N||EVTC|EVTC|N
Y|EVV|Eaton Vance Limited Duration Income Fund Common Shares of Beneficial Interest|A| |N|100|N||EVV|EVV|N
Y|EVX|VanEck Vectors Environmental Services ETF|P| |Y|100|N||EVX|EVX|N
Y|EVY|Eaton Vance New York Municipal Income Trust Shares of Beneficial Interest|A| |N|100|N||EVY|EVY|N
Y|EW|Edwards Lifesciences Corporation Common Stock|N| |N|100|N||EW|EW|N
Y|EWA|iShares MSCI Australia Index Fund|P| |Y|100|N||EWA|EWA|N
Y|EWBC|East West Bancorp, Inc. - Common Stock|Q|Q|N|100|N|N||EWBC|N
Y|EWC|iShares MSCI Canada Index Fund|P| |Y|100|N||EWC|EWC|N
Y|EWD|iShares Inc iShares MSCI Sweden ETF|P| |Y|100|N||EWD|EWD|N
Y|EWEM|PowerShare MSCI Emerging Markets Equal Country Weight Portfolio|P| |Y|100|N||EWEM|EWEM|N
Y|EWG|iShares MSCI Germany Index Fund|P| |Y|100|N||EWG|EWG|N
Y|EWGS|Ishares MSCI Germany Small Cap ETF|Z| |Y|100|N||EWGS|EWGS|N
Y|EWH|iShares MSCI Hong Kong Index Fund|P| |Y|100|N||EWH|EWH|N
Y|EWI|iShares Inc iShares MSCI Italy ETF|P| |Y|100|N||EWI|EWI|N
Y|EWJ|iShares MSCI Japan Index Fund|P| |Y|100|N||EWJ|EWJ|N
Y|EWK|iShares Inc iShares MSCI Belgium ETF|P| |Y|100|N||EWK|EWK|N
Y|EWL|iShares Inc iShares MSCI Switzerland ETF|P| |Y|100|N||EWL|EWL|N
Y|EWM|iShares MSCI Malaysia Index Fund|P| |Y|100|N||EWM|EWM|N
Y|EWMC|PowerShares S&P MidCap 400 Equal Weight Portfolio|P| |Y|100|N||EWMC|EWMC|N
Y|EWN|iShares MSCI Netherlands Index Fund|P| |Y|100|N||EWN|EWN|N
Y|EWO|iShares Inc iShares MSCI Austria ETF|P| |Y|100|N||EWO|EWO|N
Y|EWP|iShares Inc iShares MSCI Spain ETF|P| |Y|100|N||EWP|EWP|N
Y|EWQ|iShares MSCI France Index Fund|P| |Y|100|N||EWQ|EWQ|N
Y|EWRE|PowerShares S&P 500 Equal Weight Real Estate Portfolio|P| |Y|100|N||EWRE|EWRE|N
Y|EWS|iShares Inc iShares MSCI Singapore ETF|P| |Y|100|N||EWS|EWS|N
Y|EWSC|PowerShares S&P SmallCap 600 Equal Weight Portfolio|P| |Y|100|N||EWSC|EWSC|N
Y|EWT|iShares Inc iShares MSCI Taiwan ETF|P| |Y|100|N||EWT|EWT|N
Y|EWU|iShares MSCI United Kingdom ETF|P| |Y|100|N||EWU|EWU|N
Y|EWUS|Ishares MSCI United Kingdom Small Cap ETF|Z| |Y|100|N||EWUS|EWUS|N
Y|EWV|ProShares UltraShort MSCI Japan|P| |Y|100|N||EWV|EWV|N
Y|EWW|iShares Inc iShares MSCI Mexico ETF|P| |Y|100|N||EWW|EWW|N
Y|EWX|SPDR S&P Emerging Markets Small Cap ETF|P| |Y|100|N||EWX|EWX|N
Y|EWY|iShares Inc iShares MSCI South Korea ETF|P| |Y|100|N||EWY|EWY|N
Y|EWZ|iShares Inc iShares MSCI Brazil ETF|P| |Y|100|N||EWZ|EWZ|N
Y|EWZS|iShares MSCI Brazil Small-Cap ETF|Q|G|Y|100|N|N||EWZS|N
Y|EXAS|Exact Sciences Corporation - Common Stock|Q|S|N|100|N|N||EXAS|N
Y|EXC|Exelon Corporation Common Stock|N| |N|100|N||EXC|EXC|N
Y|EXD|Eaton Vance Tax-Advantaged Bond Common Shares of Beneficial Interest|N| |N|100|N||EXD|EXD|N
Y|EXEL|Exelixis, Inc. - Common Stock|Q|Q|N|100|N|N||EXEL|N
Y|EXFO|EXFO Inc - Subordinate Voting Shares|Q|Q|N|100|N|N||EXFO|N
Y|EXG|Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest|N| |N|100|N||EXG|EXG|N
Y|EXI|iShares Global Industrials ETF|P| |Y|100|N||EXI|EXI|N
Y|EXIV|VelocityShares 1x Daily Inverse VSTOXX Futures ETN|Z| |Y|100|N||EXIV|EXIV|N
Y|EXK|Endeavour Silver Corporation Ordinary Shares (Canada)|N| |N|100|N||EXK|EXK|N
Y|EXLS|ExlService Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||EXLS|N
Y|EXP|Eagle Materials Inc Common Stock|N| |N|100|N||EXP|EXP|N
Y|EXPD|Expeditors International of Washington, Inc. - Common Stock|Q|Q|N|100|N|N||EXPD|N
Y|EXPE|Expedia Group, Inc. - Common Stock|Q|Q|N|100|N|N||EXPE|N
Y|EXPO|Exponent, Inc. - Common Stock|Q|Q|N|100|N|N||EXPO|N
Y|EXPR|Express, Inc. Common Stock|N| |N|100|N||EXPR|EXPR|N
Y|EXR|Extra Space Storage Inc Common Stock|N| |N|100|N||EXR|EXR|N
Y|EXT|WisdomTree U.S. Total Earnings Fund|P| |Y|100|N||EXT|EXT|N
Y|EXTN|Exterran Corporation Common Stock|N| |N|100|N||EXTN|EXTN|N
Y|EXTR|Extreme Networks, Inc. - Common Stock|Q|Q|N|100|N|N||EXTR|N
Y|EYE|National Vision Holdings, Inc. - Common Stock|Q|Q|N|100|N|N||EYE|N
Y|EYEG|Eyegate Pharmaceuticals, Inc. - Common Stock|Q|S|N|100|N|D||EYEG|N
Y|EYEGW|Eyegate Pharmaceuticals, Inc. - Warrants|Q|S|N|100|N|N||EYEGW|N
Y|EYEN|Eyenovia, Inc. - Common Stock|Q|S|N|100|N|N||EYEN|N
Y|EYES|Second Sight Medical Products, Inc. - Common Stock|Q|S|N|100|N|N||EYES|N
Y|EYESW|Second Sight Medical Products, Inc. - Warrants|Q|S|N|100|N|N||EYESW|N
Y|EYLD|Cambria ETF Trust Cambria Emerging Shareholder Yield ETF|Z| |Y|100|N||EYLD|EYLD|N
Y|EYPT|EyePoint Pharmaceuticals, Inc. - Common Stock|Q|G|N|100|N|N||EYPT|N
Y|EZA|iShares MSCI South Africa Index Fund|P| |Y|100|N||EZA|EZA|N
Y|EZJ|ProShares Ultra MSCI Japan|P| |Y|100|N||EZJ|EZJ|N
Y|EZM|WisdomTree U.S. MidCap Earnings Fund|P| |Y|100|N||EZM|EZM|N
Y|EZPW|EZCORP, Inc. - Class A Non-Voting Common Stock|Q|Q|N|100|N|N||EZPW|N
Y|EZT|Entergy Texas Inc First Mortgage Bonds 5.625% Series due June 1, 2064|N| |N|100|N||EZT|EZT|N
Y|EZU|iShares MSCI Eurozone ETF|Z| |Y|100|N||EZU|EZU|N
Y|F|Ford Motor Company Common Stock|N| |N|100|N||F|F|N
Y|FAAR|First Trust Alternative Absolute Return Strategy ETF|Q|G|Y|100|N|N||FAAR|N
Y|FAB|First Trust Multi Cap Value AlphaDEX Fund|Q|G|Y|100|N|N||FAB|N
Y|FAD|First Trust Multi Cap Growth AlphaDEX Fund|Q|G|Y|100|N|N||FAD|N
Y|FAF|First American Corporation (New) Common Stock|N| |N|100|N||FAF|FAF|N
Y|FALN|iShares Fallen Angels USD Bond ETF|Q|G|Y|100|N|N||FALN|N
Y|FAM|First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest|N| |N|100|N||FAM|FAM|N
Y|FAMI|Farmmi, INC. - Ordinary Shares|Q|S|N|100|N|N||FAMI|N
Y|FAN|First Trust Global Wind Energy ETF|P| |Y|100|N||FAN|FAN|N
Y|FANG|Diamondback Energy, Inc. - Commmon Stock|Q|Q|N|100|N|N||FANG|N
Y|FANH|Fanhua Inc. - American depositary shares, each representing 20 ordinary shares|Q|Q|N|100|N|N||FANH|N
Y|FANZ|ProSports Sponsors ETF |Z| |Y|100|N||FANZ|FANZ|N
Y|FARM|Farmer Brothers Company - Common Stock|Q|Q|N|100|N|N||FARM|N
Y|FARO|FARO Technologies, Inc. - Common Stock|Q|Q|N|100|N|N||FARO|N
Y|FAS|Direxion Financial Bull 3X Shares|P| |Y|100|N||FAS|FAS|N
Y|FAST|Fastenal Company - Common Stock|Q|Q|N|100|N|N||FAST|N
Y|FAT|FAT Brands Inc. - Common Stock|Q|S|N|100|N|N||FAT|N
Y|FATE|Fate Therapeutics, Inc. - Common Stock|Q|G|N|100|N|N||FATE|N
Y|FAUS|First Trust Australia AlphaDex fund|P| |Y|100|N||FAUS|FAUS|N
Y|FAX|Aberdeen Asia-Pacific Income Fund Inc Common Stock|A| |N|100|N||FAX|FAX|N
Y|FAZ|Direxion Financial Bear 3X Shares|P| |Y|100|N||FAZ|FAZ|N
Y|FB|Facebook, Inc. - Class A Common Stock|Q|Q|N|100|N|N||FB|N
Y|FBC|Flagstar Bancorp, Inc. Common Stock|N| |N|100|N||FBC|FBC|N
Y|FBGX|UBS AG FI Enhanced Large Cap Growth ETN|P| |N|100|N||FBGX|FBGX|N
Y|FBHS|Fortune Brands Home & Security, Inc. Common Stock|N| |N|100|N||FBHS|FBHS|N
Y|FBIO|Fortress Biotech, Inc. - Common Stock|Q|S|N|100|N|N||FBIO|N
Y|FBIOP|Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock|Q|S|N|100|N|N||FBIOP|N
Y|FBIZ|First Business Financial Services, Inc. - Common Stock|Q|Q|N|100|N|N||FBIZ|N
Y|FBK|FB Financial Corporation Common Stock|N| |N|100|N||FBK|FBK|N
Y|FBM|Foundation Building Materials, Inc. Common Stock|N| |N|100|N||FBM|FBM|N
Y|FBMS|The First Bancshares, Inc. - Common Stock|Q|G|N|100|N|N||FBMS|N
Y|FBNC|First Bancorp - Common Stock|Q|Q|N|100|N|N||FBNC|N
Y|FBND|Fidelity Total Bond ETF|P| |Y|100|N||FBND|FBND|N
Y|FBNK|First Connecticut Bancorp, Inc. - Common Stock|Q|Q|N|100|N|N||FBNK|N
Y|FBP|First BanCorp. New Common Stock|N| |N|100|N||FBP|FBP|N
Y|FBR|Fibria Celulose S.A.|N| |N|100|N||FBR|FBR|N
Y|FBSS|Fauquier Bankshares, Inc. - Common Stock|Q|S|N|100|N|N||FBSS|N
Y|FBT|First Trust Amex Biotech Index Fund|P| |Y|100|N||FBT|FBT|N
Y|FBZ|First Trust Brazil AlphaDEX Fund|Q|G|Y|100|N|N||FBZ|N
Y|FC|Franklin Covey Company Common Stock|N| |N|100|N||FC|FC|N
Y|FCA|First Trust China AlphaDEX Fund|Q|G|Y|100|N|N||FCA|N
Y|FCAL|First Trust California Municipal High income ETF|Q|G|Y|100|N|N||FCAL|N
Y|FCAN|First Trust Canada AlphaDEX Fund|Q|G|Y|100|N|N||FCAN|N
Y|FCAP|First Capital, Inc. - Common Stock|Q|S|N|100|N|N||FCAP|N
Y|FCAU|Fiat Chrysler Automobiles N.V. Common Shares|N| |N|100|N||FCAU|FCAU|N
Y|FCB|FCB Financial Holdings, Inc. Class A Common Stock|N| |N|100|N||FCB|FCB|N
Y|FCBC|First Community Bancshares, Inc. - Common Stock|Q|Q|N|100|N|N||FCBC|N
Y|FCBP|First Choice Bancorp - Common Stock|Q|S|N|100|N|N||FCBP|N
Y|FCCO|First Community Corporation - Common Stock|Q|S|N|100|N|N||FCCO|N
Y|FCCY|1st Constitution Bancorp (NJ) - Common Stock|Q|G|N|100|N|N||FCCY|N
Y|FCE.A|Forest City Realty Trust, Inc. Common Stock|N| |N|100|N||FCE.A|FCE.A|N
Y|FCEF|First Trust CEF Income Opportunity ETF|Q|G|Y|100|N|N||FCEF|N
Y|FCEL|FuelCell Energy, Inc. - Common Stock|Q|G|N|100|N|N||FCEL|N
Y|FCF|First Commonwealth Financial Corporation Common Stock|N| |N|100|N||FCF|FCF|N
Y|FCFS|First Cash, Inc. Common Stock|N| |N|100|N||FCFS|FCFS|N
Y|FCG|First Trust Natural Gas ETF|P| |Y|100|N||FCG|FCG|N
Y|FCN|FTI Consulting, Inc. Common Stock|N| |N|100|N||FCN|FCN|N
Y|FCNCA|First Citizens BancShares, Inc. - Class A Common Stock|Q|Q|N|100|N|N||FCNCA|N
Y|FCO|Aberdeen Global Income Fund, Inc. Common Stock|A| |N|100|N||FCO|FCO|N
Y|FCOM|Fidelity MSCI Telecommunication Services Index ETF|P| |Y|100|N||FCOM|FCOM|N
Y|FCOR|Fidelity Corporate Bond ETF|P| |Y|100|N||FCOR|FCOR|N
Y|FCPT|Four Corners Property Trust, Inc. Common Stock|N| |N|100|N||FCPT|FCPT|N
Y|FCRE|FC Global Realty Incorporated - Common Stock|Q|S|N|100|N|D||FCRE|N
Y|FCSC|Fibrocell Science Inc - Common Stock|Q|S|N|100|N|D||FCSC|N
Y|FCT|First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest|N| |N|100|N||FCT|FCT|N
Y|FCVT|First Trust SSI Strategic Convertible Securities ETF|Q|G|Y|100|N|N||FCVT|N
Y|FCX|Freeport-McMoRan, Inc. Common Stock|N| |N|100|N||FCX|FCX|N
Y|FDBC|Fidelity D & D Bancorp, Inc. - Common Stock|Q|G|N|100|N|N||FDBC|N
Y|FDC|First Data Corporation Class A Common Stock|N| |N|100|N||FDC|FDC|N
Y|FDD|First Trust Dow Jones STOXX Select Dividend 30 Index Fund|P| |Y|100|N||FDD|FDD|N
Y|FDEF|First Defiance Financial Corp. - Common Stock|Q|Q|N|100|N|N||FDEF|N
Y|FDEU|First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest|N| |N|100|N||FDEU|FDEU|N
Y|FDIS|Fidelity MSCI Consumer Discretionary Index ETF|P| |Y|100|N||FDIS|FDIS|N
Y|FDIV|First Trust Strategic Income ETF|Q|G|Y|100|N|N||FDIV|N
Y|FDL|First Trust Morningstar ETF|P| |Y|100|N||FDL|FDL|N
Y|FDLO|Fidelity Low Volatility Factor ETF|P| |Y|100|N||FDLO|FDLO|N
Y|FDM|First Trust DJ Select MicroCap ETF|P| |Y|100|N||FDM|FDM|N
Y|FDMO|Fidelity Momentum Factor ETF|P| |Y|100|N||FDMO|FDMO|N
Y|FDN|First Trust DJ Internet Index Fund|P| |Y|100|N||FDN|FDN|N
Y|FDP|Fresh Del Monte Produce, Inc. Common Stock|N| |N|100|N||FDP|FDP|N
Y|FDRR|Fidelity Dividend ETF for Rising Rates|P| |Y|100|N||FDRR|FDRR|N
Y|FDS|FactSet Research Systems Inc. Common Stock|N| |N|100|N||FDS|FDS|N
Y|FDT|First Trust Developed Markets Ex-US AlphaDEX Fund|Q|G|Y|100|N|N||FDT|N
Y|FDTS|First Trust Developed Markets ex-US Small Cap AlphaDEX Fund|Q|G|Y|100|N|N||FDTS|N
Y|FDUS|Fidus Investment Corporation - Common Stock|Q|Q|N|100|N|N||FDUS|N
Y|FDUSL|Fidus Investment Corporation - 5.875% Notes due 2023|Q|Q|N|100|N|N||FDUSL|N
Y|FDVV|Fidelity High Dividend ETF|P| |Y|100|N||FDVV|FDVV|N
Y|FDX|FedEx Corporation Common Stock|N| |N|100|N||FDX|FDX|N
Y|FE|FirstEnergy Corporation Common Stock|N| |N|100|N||FE|FE|N
Y|FEDU|Four Seasons Education (Cayman) Inc. American Depositary Shares, each two ADSs representing one ordinary share|N| |N|100|N||FEDU|FEDU|N
Y|FEEU|Barclays ETN FI Enhanced Europe 50 ETN|P| |N|100|N||FEEU|FEEU|N
Y|FEI|First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest|N| |N|100|N||FEI|FEI|N
Y|FEIM|Frequency Electronics, Inc. - Common Stock|Q|G|N|100|N|N||FEIM|N
Y|FELE|Franklin Electric Co., Inc. - Common Stock|Q|Q|N|100|N|N||FELE|N
Y|FELP|Foresight Energy LP Common Units representing Limited Partner Interests|N| |N|100|N||FELP|FELP|N
Y|FEM|First Trust Emerging Markets AlphaDEX Fund|Q|G|Y|100|N|N||FEM|N
Y|FEMB|First Trust Emerging Markets Local Currency Bond ETF|Q|G|Y|100|N|N||FEMB|N
Y|FEMS|First Trust Emerging Markets Small Cap AlphaDEX Fund|Q|G|Y|100|N|N||FEMS|N
Y|FEN|First Trust Energy Income and Growth Fund|A| |N|100|N||FEN|FEN|N
Y|FENC|Fennec Pharmaceuticals Inc. - Common Stock|Q|S|N|100|N|N||FENC|N
Y|FENG|Phoenix New Media Limited American Depositary Shares, each representing 8 Class A ordinary shares.|N| |N|100|N||FENG|FENG|N
Y|FENY|Fidelity MSCI Energy Index ETF|P| |Y|100|N||FENY|FENY|N
Y|FEO|First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest|N| |N|100|N||FEO|FEO|N
Y|FEP|First Trust Europe AlphaDEX Fund|Q|G|Y|100|N|N||FEP|N
Y|FET|Forum Energy Technologies, Inc. Common Stock|N| |N|100|N||FET|FET|N
Y|FEU|SPDR DJ STOXX 50 Etf|P| |Y|100|N||FEU|FEU|N
Y|FEUZ|First Trust Eurozone AlphaDEX ETF|Q|G|Y|100|N|N||FEUZ|N
Y|FEX|First Trust Large Cap Core AlphaDEX Fund|Q|G|Y|100|N|N||FEX|N
Y|FEYE|FireEye, Inc. - Common Stock|Q|Q|N|100|N|N||FEYE|N
Y|FEZ|SPDR DJ Euro STOXX 50 Etf|P| |Y|100|N||FEZ|FEZ|N
Y|FF|FutureFuel Corp.  Common shares|N| |N|100|N||FF|FF|N
Y|FFA|First Trust Enhanced Equity Income Fund|N| |N|100|N||FFA|FFA|N
Y|FFBC|First Financial Bancorp. - Common Stock|Q|Q|N|100|N|N||FFBC|N
Y|FFBCW|First Financial Bancorp. - Warrant 12/23/2018|Q|Q|N|100|N|N||FFBCW|N
Y|FFBW|FFBW, Inc. - Common Stock|Q|S|N|100|N|N||FFBW|N
Y|FFC|Flaherty & Crumrine Preferred Securities Income Fund Incorporated|N| |N|100|N||FFC|FFC|N
Y|FFEU|Barclays ETN  FI Enhanced Europe 50 Exchange Traded Notes Series C|P| |N|100|N||FFEU|FFEU|N
Y|FFG|FBL Financial Group, Inc. Common Stock|N| |N|100|N||FFG|FFG|N
Y|FFHG|Formula Folios Hedged Growth ETF |Z| |Y|100|N||FFHG|FFHG|N
Y|FFHL|Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES|Q|S|N|100|N|N||FFHL|N
Y|FFIC|Flushing Financial Corporation - Common Stock|Q|Q|N|100|N|N||FFIC|N
Y|FFIN|First Financial Bankshares, Inc. - Common Stock|Q|Q|N|100|N|N||FFIN|N
Y|FFIU|Fieldstone UVA Unconstrained Medium-Term Fixed Income ETF|P| |Y|100|N||FFIU|FFIU|N
Y|FFIV|F5 Networks, Inc. - Common Stock|Q|Q|N|100|N|N||FFIV|N
Y|FFKT|Farmers Capital Bank Corporation - Common Stock|Q|Q|N|100|N|N||FFKT|N
Y|FFNW|First Financial Northwest, Inc. - Common Stock|Q|Q|N|100|N|N||FFNW|N
Y|FFR|First Trust FTSE EPRA/NAREIT Global Real Estate Index Fund|P| |Y|100|N||FFR|FFR|N
Y|FFSG|FormulaFolios Smart Growth ETF|Z| |Y|100|N||FFSG|FFSG|N
Y|FFTG|FormulaFolios Tactical Growth ETF|Z| |Y|100|N||FFTG|FFTG|N
Y|FFTI|FormulaFolios Tactical Income ETF|Z| |Y|100|N||FFTI|FFTI|N
Y|FFTY|Innovator IBD 50 ETF|P| |Y|100|N||FFTY|FFTY|N
Y|FFWM|First Foundation Inc. - Common Stock|Q|G|N|100|N|N||FFWM|N
Y|FG|FGL Holdings Ordinary Share|N| |N|100|N||FG|FG|N
Y|FG.W|FGL Holdings Warrants|N| |N|100|N||FG.WS|FG+|N
Y|FGB|First Trust Specialty Finance and Financial Opportunities Fund|N| |N|100|N||FGB|FGB|N
Y|FGBI|First Guaranty Bancshares, Inc. - Common Stock|Q|G|N|100|N|N||FGBI|N
Y|FGD|First Trust DJ Global Select Dividend|P| |Y|100|N||FGD|FGD|N
Y|FGEN|FibroGen, Inc - Common Stock|Q|Q|N|100|N|N||FGEN|N
Y|FGM|First Trust Germany AlphaDEX Fund|Q|G|Y|100|N|N||FGM|N
Y|FGP|Ferrellgas Partners, L.P. Common Stock|N| |N|100|N||FGP|FGP|N
Y|FHB|First Hawaiian, Inc. - Common Stock|Q|Q|N|100|N|N||FHB|N
Y|FHK|First Trust Hong Kong AlphaDEX Fund|Q|G|Y|100|N|N||FHK|N
Y|FHLC|Fidelity MSCI Health Care Index ETF|P| |Y|100|N||FHLC|FHLC|N
Y|FHN|First Horizon National Corporation Common Stock|N| |N|100|N||FHN|FHN|N
Y|FHN$A|First Horizon National Corporation Depositary Shares|N| |N|100|N||FHNpA|FHN-A|N
Y|FHY|First Trust Strategic High Income Fund II First Trust Strategic High Income Fund II Common Shares of Beneficial Interest|N| |N|100|N||FHY|FHY|N
Y|FI|Frank's International N.V. Common Stock|N| |N|100|N||FI|FI|N
Y|FIBK|First Interstate BancSystem, Inc. - Class A Common Stock|Q|Q|N|100|N|N||FIBK|N
Y|FIBR|iShares Edge U.S. Fixed Income Balanced Risk ETF|Z| |Y|100|N||FIBR|FIBR|N
Y|FICO|Fair Isaac Corproation Common Stock|N| |N|100|N||FICO|FICO|N
Y|FIDI|Fidelity International High Dividend ETF|P| |Y|100|N||FIDI|FIDI|N
Y|FIDU|Fidelity MSCI Industrials Index ETF|P| |Y|100|N||FIDU|FIDU|N
Y|FIEE|UBS AG FI Enhanced Europe 50 ETN due February 12, 2026|P| |N|100|N||FIEE|FIEE|N
Y|FIEG|FI Enhanced Gloabl High Yield ETN|P| |N|100|N||FIEG|FIEG|N
Y|FIEU|FI Enhanced Europe 50 ETN|P| |N|100|N||FIEU|FIEU|N
Y|FIF|First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest|N| |N|100|N||FIF|FIF|N
Y|FIGY|Barclays ETN FI Enhanced Global High Yield ETN|P| |N|100|N||FIGY|FIGY|N
Y|FIHD|UBS AG UBS AG FI Enhanced Global High Yield ETN due March 3, 2026|P| |N|100|N||FIHD|FIHD|N
Y|FII|Federated Investors, Inc. Common Stock|N| |N|100|N||FII|FII|N
Y|FILL|iShares MSCI Global Energy Producers Fund|P| |Y|100|N||FILL|FILL|N
Y|FINL|The Finish Line, Inc. - Class A Common Stock|Q|Q|N|100|N|N||FINL|N
Y|FINU|ProShares UltraPro Financial Select Sector|P| |Y|100|N||FINU|FINU|N
Y|FINX|Global X FinTech ETF|Q|G|Y|100|N|N||FINX|N
Y|FINZ|ProShares UltraPro Short Financial Select Sector|P| |Y|100|N||FINZ|FINZ|N
Y|FIS|Fidelity National Information Services, Inc. Common Stock|N| |N|100|N||FIS|FIS|N
Y|FISI|Financial Institutions, Inc. - Common Stock|Q|Q|N|100|N|N||FISI|N
Y|FISK|Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests|P| |N|100|N||FISK|FISK|N
Y|FISV|Fiserv, Inc. - Common Stock|Q|Q|N|100|N|N||FISV|N
Y|FIT|Fitbit, Inc. Class A Common Stock|N| |N|100|N||FIT|FIT|N
Y|FITB|Fifth Third Bancorp - Common Stock|Q|Q|N|100|N|N||FITB|N
Y|FITBI|Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I|Q|Q|N|100|N|N||FITBI|N
Y|FIV|First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest|N| |N|100|N||FIV|FIV|N
Y|FIVA|Fidelity International Value Factor ETF|P| |Y|100|N||FIVA|FIVA|N
Y|FIVE|Five Below, Inc. - Common Stock|Q|Q|N|100|N|N||FIVE|N
Y|FIVN|Five9, Inc. - Common Stock|Q|G|N|100|N|N||FIVN|N
Y|FIW|First Trust Water ETF|P| |Y|100|N||FIW|FIW|N
Y|FIX|Comfort Systems USA, Inc. Common Stock|N| |N|100|N||FIX|FIX|N
Y|FIXD|First Trust TCW Opportunistic Fixed Income ETF|Q|G|Y|100|N|N||FIXD|N
Y|FIXX|Homology Medicines, Inc. - Common Stock|Q|Q|N|100|N|N||FIXX|N
Y|FIYY|Barclays ETN  FI Enhanced Global High Yield Exchange Traded Notes Series B|P| |N|100|N||FIYY|FIYY|N
Y|FIZZ|National Beverage Corp. - Common Stock|Q|Q|N|100|N|N||FIZZ|N
Y|FJP|First Trust Japan AlphaDEX Fund|Q|G|Y|100|N|N||FJP|N
Y|FKO|First Trust South Korea AlphaDEX Fund|Q|G|Y|100|N|N||FKO|N
Y|FKU|First Trust United Kingdom AlphaDEX Fund|Q|G|Y|100|N|N||FKU|N
Y|FL|Foot Locker, Inc.|N| |N|100|N||FL|FL|N
Y|FLAG|Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-Short ETF|P| |Y|100|N||FLAG|FLAG|N
Y|FLAT|Barclays PLC - iPath US Treasury Flattener ETN|Q|G|N|100|N|N||FLAT|N
Y|FLAU|Franklin FTSE Australia ETF|P| |Y|100|N||FLAU|FLAU|N
Y|FLAX|Franklin FTSE Asia ex Japan ETF|P| |Y|100|N||FLAX|FLAX|N
Y|FLBR|Franklin FTSE Brazil ETF|P| |Y|100|N||FLBR|FLBR|N
Y|FLC|Flaherty & Crumrine Total Return Fund Inc Common Stock|N| |N|100|N||FLC|FLC|N
Y|FLCA|Franklin FTSE Canada ETF|P| |Y|100|N||FLCA|FLCA|N
Y|FLCH|Franklin FTSE China ETF|P| |Y|100|N||FLCH|FLCH|N
Y|FLCO|Franklin Liberty Investment Grade Corporate ETF|P| |Y|100|N||FLCO|FLCO|N
Y|FLDM|Fluidigm Corporation - Common Stock|Q|Q|N|100|N|N||FLDM|N
Y|FLEE|Franklin FTSE Europe ETF|P| |Y|100|N||FLEE|FLEE|N
Y|FLEH|Franklin FTSE Europe Hedged ETF|P| |Y|100|N||FLEH|FLEH|N
Y|FLEU|Barclays ETN  FI Enhanced Europe 50 ETN Series B|P| |Y|100|N||FLEU|FLEU|N
Y|FLEX|Flex Ltd. - Ordinary Shares|Q|Q|N|100|N|N||FLEX|N
Y|FLFR|Franklin FTSE France ETF|P| |Y|100|N||FLFR|FLFR|N
Y|FLGB|Franklin FTSE United Kingdom ETF|P| |Y|100|N||FLGB|FLGB|N
Y|FLGE|Credit Suisse FI Large Cap Growth Enhanced ETN|P| |N|100|N||FLGE|FLGE|N
