"bizID","bizCat","bizCatSub","bizName","bizAddr","bizCity","bizState","bizZip","bizPhone","bizFax","bizEmail","bizURL","locAreaCode","locFIPS","locTimeZone","locDST","locLat","locLong","locMSA","locPMSA","locCounty"
355,"Gambling & Casinos","Casinos","Executive Inn","546 McNeely Road","Piedmont","SC","29673","(864)269-4978","(864)269-4978","","","864","45045","EST","Y","34.7207","-82.4772","3160","","Greenville"
356,"Gambling & Casinos","Casinos","Extra End Casino","15 West 5th Street","Grafton","ND","58237","(701)352-4918","","","","701","38099","CST","Y","48.4031","-97.4245","","","Walsh"
357,"Gambling & Casinos","Casinos","EZ Aces Casino","1825 Interstate 10","Lake Charles","LA","70601","(337)439-1269","","","","337","22019","CST","Y","30.2894","-93.0808","3960","","Calcasieu"
358,"Gambling & Casinos","Casinos","Famous Bonanza Casino","107 Main Street","Idaho Springs","CO","80452","(303)582-5914","","","","303","08019","MST","Y","39.6970","-105.6624","","","Clear Creek"
359,"Gambling & Casinos","Casinos","Famous Bonanza Casino","107 Main Street","Morrison","CO","80465","(303)582-5914","","","","303","08059","MST","Y","39.5990","-105.2281","","2080","Jefferson"
360,"Gambling & Casinos","Casinos","Farm Fresh 219","2190 Coliseum Drive","Hampton","VA","23666","(757)827-0261","","","","757","51650","EST","Y","37.0595","-76.4069","5720","","Hampton City"
361,"Gambling & Casinos","Casinos","Farm Fresh 219","2190 Coliseum Drive","Hampton","VA","23666","(757)827-4816","","","","757","51650","EST","Y","37.0595","-76.4069","5720","","Hampton City"
362,"Gambling & Casinos","Casinos","Fat Cat Grille & Casino","1502 Dearborn Avenue","Missoula","MT","59801","(406)728-6606","","","","406","30063","MST","Y","46.8557","-114.0158","5140","","Missoula"
363,"Gambling & Casinos","Casinos","Firelake - Casino","41207 Hardesty Road","Shawnee","OK","74801","(405)878-4862","","","","405","40125","CST","Y","35.3101","-96.9238","5880","","Pottawatomie"
364,"Gambling & Casinos","Casinos","Fitzgerald's Casino","2120 Lucky Lane","Tunica","MS","38676","(662)363-5825","","","","662","28143","CST","Y","34.6827","-90.3615","","","Tunica"
365,"Gambling & Casinos","Casinos","Fitzgeralds Casino","101 Mica Road","Black Hawk","CO","80403","(303)271-1441","","","www.blackhawkcolorado.co","303","08059","MST","Y","39.8472","-105.4000","","2080","Jefferson"
366,"Gambling & Casinos","Casinos","Fitzgeralds Casino","101 Mica Road","Black Hawk","CO","80403","(303)582-3203","","","www.blackhawkcolorado.co","303","08059","MST","Y","39.8472","-105.4000","","2080","Jefferson"
367,"Gambling & Casinos","Casinos","Fond-Du-Luth Casino","129 East Superior Street","Duluth","MN","55802","(218)722-0280","","","www.fondduluthcasino.co","218","27137","CST","Y","46.7706","-92.1037","2240","","Saint Louis"
368,"Gambling & Casinos","Casinos","Fonner Keno Inc","700 East Stolley Park Road","Grand Island","NE","68801","(308)382-4451","","","","308","31079","CST","Y","40.9005","-98.3297","","","Hall"
369,"Gambling & Casinos","Casinos","Fort Hall Casino & High Stakes Bingo","I-15 Exit 80","Fort Hall","ID","83203","(208)237-8778","","","","208","16011","MST","Y","42.9800","-112.3072","","","Bingham"
370,"Gambling & Casinos","Casinos","Fort McDowell Casino Is Shown As Being Downtown.","Highway 87 & Fort Mc","Phoenix","AZ","85003","(602)843-3678","","","","602","04013","MST","N","33.4510","-112.0784","6200","","Maricopa"
371,"Gambling & Casinos","Casinos","Fortune Bay Resort Casino","1430 Bois Forte Road","Tower","MN","55790","(218)753-6400","","","www.fortunebay.co","218","27137","CST","Y","47.7992","-92.3042","2240","","Saint Louis"
372,"Gambling & Casinos","Casinos","Fortune Valley Hotel & Casino","321 Gregory Drive","Golden","CO","80403","(303)582-0800","","","fortunevalleycasino.co","303","08059","MST","Y","39.8472","-105.4000","","2080","Jefferson"
373,"Gambling & Casinos","Casinos","Foxwoods Resort Casino - Cedars Restaurant","39 Norwich Westerly Road","Ledyard","CT","06339","(860)312-4252","","","","860","09011","EST","Y","41.4434","-71.9909","5520","","New London"
374,"Gambling & Casinos","Casinos","Foxy's Casino","137 5th Street Northeast","Watertown","SD","57201","(605)886-8510","","","","605","46029","CST","Y","44.9156","-97.1699","","","Codington"
375,"Gambling & Casinos","Casinos","Freeport Casino Cruises","361 Woodcleft Avenue","Freeport","NY","11520","(516)377-7800","","info@majestycasinocruises.net","www.majestycasinocruises.ne","516","36059","EST","Y","40.6517","-73.5837","","5380","Nassau"
376,"Gambling & Casinos","Casinos","Friends Foundation Entertainment Casino","1005 Churchman Avenue","Indianapolis","IN","46203","(317)788-1109","","","","317","18097","EST","N","39.7351","-86.0930","3480","","Marion"
377,"Gambling & Casinos","Casinos","Frog City Travel Plaza Casino","1418 North Polk Street","Rayne","LA","70578","(337)334-3764","","","","337","22001","CST","Y","30.1456","-92.2445","3880","","Acadia"
378,"Gambling & Casinos","Casinos","Full House Casino","5005 West 12th Street","Sioux Falls","SD","57106","(605)221-0333","","","","605","46099","CST","Y","43.5199","-96.7933","7760","","Minnehaha"
379,"Gambling & Casinos","Casinos","Fun Services","7674 Main Street","Midvale","UT","84047","(801)561-3151","","","www.funservicesutah.co","801","49035","MST","Y","40.6150","-111.8913","7160","","Salt Lake"
380,"Gambling & Casinos","Casinos","Gaeta's Restaurant & Lounge","8505 Frederick Street","Omaha","NE","68124","(402)392-2306","","","www.gaetas.ne","402","31055","CST","Y","41.2346","-96.0513","5920","","Douglas"
381,"Gambling & Casinos","Casinos","Gamble R R","11 Apollo","Batavia","NY","14020","(585)343-0468","","","","585","36037","EST","Y","42.9969","-78.2158","6840","","Genesee"
382,"Gambling & Casinos","Casinos","Gaming Solutions LLC","6000 Midway Park Boulevard Northeast # C","Albuquerque","NM","87109","(505)345-1155","","","","505","35001","MST","Y","35.1531","-106.5756","0200","","Bernalillo"
383,"Gambling & Casinos","Casinos","GGF CONV & Visitors Sugars Casino","1210 North 43rd Street","Grand Forks","ND","58203","(701)746-6998","","","","701","38035","CST","Y","47.9619","-97.0827","2985","","Grand Forks"
384,"Gambling & Casinos","Casinos","Gilpin Casino","111 Main","Black Hawk","CO","80422","(303)582-1133","","","","303","08047","MST","Y","39.8142","-105.5411","","","Gilpin"
385,"Gambling & Casinos","Casinos","Gold Dust Gambling Hall & Restaurant","688 Main Street","Deadwood","SD","57732","(605)578-2100","","","www.golddustgaming.co","605","46081","MST","Y","44.2665","-103.6721","","","Lawrence"
386,"Gambling & Casinos","Casinos","Gold Rush Casino","20 West Galena Street","Butte","MT","59701","(406)723-3211","","","www.goldrushcasinobutte.co","406","30093","MST","Y","45.9274","-112.5042","","","Silver Bow"
387,"Gambling & Casinos","Casinos","Gold Rush Hotel & Casino","209 Bennett Drive","Cripple Creek","CO","80813","(719)689-2646","","","","719","08119","MST","Y","38.7805","-105.1824","","","Teller"
388,"Gambling & Casinos","Casinos","Gold Strike Casino Resort","1010 Casino Center Drive","Memphis","TN","37501","(901)271-1111","","","www.goldstrike.co","901","47157","CST","Y","35.1496","-90.0487","4920","","Shelby"
389,"Gambling & Casinos","Casinos","Gold Strike Casino Resort","1010 Casino Center Drive","Robinsonville","MS","38664","(662)357-1111","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
390,"Gambling & Casinos","Casinos","Golden Dragon Casino Shuttle Service","6138 North Lincoln Avenue","Chicago","IL","60659","(773)588-4750","","","","773","17031","CST","Y","41.9910","-87.7047","","1600","Cook"
391,"Gambling & Casinos","Casinos","Golden Dragon Casino Shuttle Tours","3036 South Wentworth Avenue","Chicago","IL","60616","(312)326-5518","","","","312","17031","CST","Y","41.8466","-87.6260","","1600","Cook"
392,"Gambling & Casinos","Casinos","Golden Gate Hotel & Casino","1 Fremont Street","Las Vegas","NV","89101","(702)385-1906","","","www.goldengatecasino.co","702","32003","PST","Y","36.1730","-115.1233","4120","","Clark"
393,"Gambling & Casinos","Casinos","Golden Gulch Casino","321 Main Street","Black Hawk","CO","80422","(303)582-1800","","","www.coloradocasinos.ne","303","08047","MST","Y","39.8142","-105.5411","","","Gilpin"
394,"Gambling & Casinos","Casinos","Golden Gulch Casino","321 Mica Road","Black Hawk","CO","80403","(303)582-0195","","","www.coloradocasinos.ne","303","08059","MST","Y","39.8472","-105.4000","","2080","Jefferson"
395,"Gambling & Casinos","Casinos","Golden Nugget Las Vegas Inc","660 Madison Avenue","New York","NY","10021","(212)688-1111","","","","212","36061","EST","Y","40.7680","-73.9597","","5600","New York"
396,"Gambling & Casinos","Casinos","Goldmine Casino","347 Lobdell Highway","Port Allen","LA","70767","(225)383-1301","","","","225","22121","CST","Y","30.4802","-91.3238","0760","","West Baton Rouge"
397,"Gambling & Casinos","Casinos","Governor's Inn","506 North Henry","Williamsburg","VA","23185","(757)229-1000","","","www.colonialwilliamsburg.co","757","51095","EST","Y","37.2658","-76.6843","5720","","James City"
398,"Gambling & Casinos","Casinos","Grafton Blue Line Club Casino","43 East 8th Street","Grafton","ND","58237","(701)352-0016","","","","701","38099","CST","Y","48.4031","-97.4245","","","Walsh"
399,"Gambling & Casinos","Casinos","Grand Casino","13615 North Old Highway 61","Robinsonville","MS","38664","(662)363-7607","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
400,"Gambling & Casinos","Casinos","Grand Casino","520 10th Street Northwest","Watertown","SD","57201","(605)882-3572","","","","605","46029","CST","Y","44.9156","-97.1699","","","Codington"
401,"Gambling & Casinos","Casinos","Grand Casino","777 Lady Luck Drive","Hinckley","MN","55037","(320)384-7777","","","","320","27115","CST","Y","46.0267","-92.8059","","","Pine"
402,"Gambling & Casinos","Casinos","Grand Casino","I-29 West 12","Sioux Falls","SD","57103","(605)339-9310","","","","605","46099","CST","Y","43.5406","-96.6420","7760","","Minnehaha"
403,"Gambling & Casinos","Casinos","Grand Casino Coushatta","1445 West North Loop","Houston","TX","77008","(713)868-4065","","","","713","48201","CST","Y","29.7982","-95.4183","","3360","Harris"
404,"Gambling & Casinos","Casinos","Grand Casino Coushatta","4660 Kinsey Drive","Tyler","TX","75703","(903)939-9185","","","","903","48423","CST","Y","32.2466","-95.3184","8640","","Smith"
405,"Gambling & Casinos","Casinos","Grand Casino Gulfport & Biloxi","Highway 90","Gulfport","MS","39501","(228)870-7777","","","grandcasinos.co","228","28047","CST","Y","30.3896","-89.0988","0920","","Harrison"
406,"Gambling & Casinos","Casinos","Grand Casino Hinckley","777 Lady Luck Drive","Hinckley","MN","55037","(800)472-6321","","","","320","27115","CST","Y","46.0267","-92.8059","","","Pine"
407,"Gambling & Casinos","Casinos","Grand Casino Terrace Hotel","13615 Old Highway 61 North","Robinsonville","MS","38664","(662)363-2788","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
408,"Gambling & Casinos","Casinos","Grand Casino Tunica","13515 North Old Highway 61","Robinsonville","MS","38664","(662)259-7663","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
409,"Gambling & Casinos","Casinos","Grand Casino Tunica","13615 Old Highway 61","Robinsonville","MS","38664","(662)363-2788","","","","662","28143","CST","Y","34.8092","-90.3159","","","Tunica"
410,"Gambling & Casinos","Casinos","Grand Casinos","180 2nd Avenue North","Nashville","TN","37201","(615)242-8946","","","","615","47037","CST","Y","36.1649","-86.7761","5360","","Davidson"
411,"Gambling & Casinos","Casinos","Grand Lake Casino","24701 South 655 Road","Grove","OK","74344","(918)786-8528","","","","918","40041","CST","Y","36.5736","-94.7059","","","Delaware"
412,"Gambling & Casinos","Casinos","Grand Paradise Casino Truck Stop Office","520 West Highway 190","Port Allen","LA","70767","(225)334-9010","","","","225","22121","CST","Y","30.4802","-91.3238","0760","","West Baton Rouge"
413,"Gambling & Casinos","Casinos","Grand Slam Casino","124 Lyle Avenue","Bunkie","LA","71322","(318)346-9061","","","","318","22009","CST","Y","30.9328","-92.1876","","","Avoyelles"
414,"Gambling & Casinos","Casinos","Grand Victoria - General Information","250 South Grove Avenue","Elgin","IL","60120","(847)468-7000","(847)468-7030","","www.illinoiscasinos.ne","847","17089","CST","Y","42.0350","-88.2392","","1600","Kane"
415,"Gambling & Casinos","Casinos","Grand Victoria - Job Hotline","115 South Grove Avenue Suite 205","Elgin","IL","60120","(847)468-7930","","","","847","17089","CST","Y","42.0350","-88.2392","","1600","Kane"
416,"Gambling & Casinos","Casinos","Grand Victoria - Vip Services","250 South Grove Avenue","Elgin","IL","60120","(847)888-0300","","","","847","17089","CST","Y","42.0350","-88.2392","","1600","Kane"
417,"Gambling & Casinos","Casinos","Grandstand Casino Sports Bar","905 Grand Avenue","Billings","MT","59102","(406)256-6060","","","","406","30111","MST","Y","45.7752","-108.5800","0880","","Yellowstone"
418,"Gambling & Casinos","Casinos","Great American Casino","20500 108th Avenue Southeast","Kent","WA","98031","(253)813-8355","","","www.greatamericancasino.co","253","53033","PST","Y","47.4050","-122.1955","","7600","King"
419,"Gambling & Casinos","Casinos","Great Bay Beach Hotel and Casino","4255 Amon Carter Boulevard. MD 4234","Ft. Worth","TX","76155","(817)963-8884","(817)931-6291","SHamilton@amrs.amrs.amrcorp.infonet.com","","817","48439","CST","Y","32.8248","-97.0494","","2800","Tarrant"
420,"Gambling & Casinos","Casinos","Great Casinos of the World","2323 Solano Drive","Wolverine Lake","MI","48390","(248)669-9626","","","","248","26125","EST","Y","42.5503","-83.4740","","2160","Oakland"
421,"Gambling & Casinos","Casinos","Great Lakes Expositions","4601 West Ridgewood Drive","Cleveland","OH","44134","(440)845-6696","","","","440","39035","EST","Y","41.3848","-81.7045","","1680","Cuyahoga"
422,"Gambling & Casinos","Casinos","Great Neck Games","275 Jericho Turnpike","Mineola","NY","11501","(516)747-9191","","","www.greatneckgames.co","516","36059","EST","Y","40.7469","-73.6388","","5380","Nassau"
423,"Gambling & Casinos","Casinos","Greater Dubuque Riverboat Entertainment Co Lc","400 East 3rd Street","Dubuque","IA","52001","(563)583-7005","","","","563","19061","CST","Y","42.5490","-90.6988","2200","","Dubuque"
424,"Gambling & Casinos","Casinos","Greenville Casino Partners Executive Offices","225 Main Street","Greenville","MS","38701","(662)335-6303","","","","662","28151","CST","Y","33.2777","-90.9989","","","Washington"
425,"Gambling & Casinos","Casinos","Group Inc","5430 48th Street","Maspeth","NY","11378","(718)606-8616","","","","718","36081","EST","Y","40.7240","-73.9071","","5600","Queens"
426,"Gambling & Casinos","Casinos","Hampton Beach Casino Business Office","D Street","Hampton","NH","03842","(603)926-1604","","","","603","33015","EST","Y","42.9412","-70.8373","","6450","Rockingham"
427,"Gambling & Casinos","Casinos","Hampton Beach Casino Business Office","D Street","Hampton","NH","03842","(603)926-4541","","","www.hamptonbeach.or","603","33015","EST","Y","42.9412","-70.8373","","6450","Rockingham"
428,"Gambling & Casinos","Casinos","Hana-Napualani O'Hana","Po Box 118","Hana","HI","96713","(808)248-7092","","","","808","15009","PST-2","N","20.7422","-156.1196","","","Maui"
429,"Gambling & Casinos","Casinos","Hanks Casino Ne22540 Highway 3","NE 22540 Highway 3","Belfair","WA","98528","(360)275-7903","","","hankscasinoinc.co","360","53045","PST","Y","47.4442","-122.8432","","","Mason"
430,"Gambling & Casinos","Casinos","Hard Rock Casino & Resort","111 Lameuse Street","Biloxi","MS","39530","(228)386-5000","","","","228","28047","CST","Y","30.4030","-88.8982","0920","","Harrison"
431,"Gambling & Casinos","Casinos","Harrah's Ak-Chin Casino Resort","15406 North Maricopa Road","Maricopa","AZ","85239","(520)568-4154","","","","520","04021","MST","N","32.9044","-112.1461","6200","","Pinal"
432,"Gambling & Casinos","Casinos","Harrah's Joliet Hotel & Casino - Administration","150 North Scott Street","Joliet","IL","60432","(815)740-7800","","","","815","17197","CST","Y","41.5399","-88.0437","","1600","Will"
433,"Gambling & Casinos","Casinos","Harrah's Metropolis Casino - Administrative OFC","203 Ferry Street","Metropolis","IL","62960","(618)524-2628","","","","618","17127","CST","Y","37.2288","-88.7044","","","Massac"
434,"Gambling & Casinos","Casinos","Harrah's Prairie Band Casino","12305 150th","Mayetta","KS","66509","(785)966-2239","","","www.harrahs.co","785","20085","CST","Y","39.3541","-95.6637","","","Jackson"
